"V8201","V8202","V8203","V8204","V8205","V8206","V8207","V8208","V8209","V8210","V8211","V8212","V8213","V8214","V8215","V8216","V8217","V8218","V8219","V8220","V8221","V8222","V8223","V8224","V8225","V8226","V8227","V8228","V8229","V8230","V8231","V8232","V8233","V8234","V8235","V8236","V8237","V8238","V8239","V8240","V8241","V8242","V8243","V8244","V8245","V8246","V8247","V8248","V8249","V8250","V8251","V8252","V8253","V8254","V8255","V8256","V8257","V8258","V8259","V8260","V8261","V8262","V8263","V8264","V8265","V8266","V8267","V8268","V8269","V8270","V8271","V8272","V8273","V8274","V8275","V8276","V8277","V8278","V8279","V8280","V8281","V8282","V8283","V8284","V8285","V8286","V8287","V8288","V8289","V8290","V8291","V8292","V8293","V8294","V8295","V8296","V8297","V8298","V8299","V8300","V8301","V8302","V8303","V8304","V8305","V8306","V8307","V8308","V8309","V8310","V8311","V8312","V8313","V8314","V8315","V8316","V8317","V8318","V8319","V8320","V8321","V8322","V8323","V8324","V8325","V8326","V8327","V8328","V8329","V8330","V8331","V8332","V8333","V8334","V8335","V8336","V8337","V8338","V8339","V8340","V8341","V8342","V8343","V8344","V8345","V8346","V8347","V8348","V8349","V8350","V8351","V8352","V8353","V8354","V8355","V8356","V8357","V8358","V8359","V8360","V8361","V8362","V8363","V8364","V8365","V8366","V8367","V8368","V8369","V8370","V8371","V8372","V8373","V8374","V8375","V8376","V8377","V8378","V8379","V8380","V8381","V8382","V8383","V8384","V8385","V8386","V8387","V8388","V8389","V8390","V8391","V8392","V8393","V8394","V8395","V8396","V8397","V8398","V8399","V8400","V8401","V8402","V8403","V8404","V8405","V8406","V8407","V8408","V8409","V8410","V8411","V8412","V8413","V8414","V8415","V8416","V8417","V8418","V8419","V8420","V8421","V8422","V8423","V8424","V8425","V8426","V8427","V8428","V8429","V8430","V8431","V8432","V8433","V8434","V8435","V8436","V8437","V8438","V8439","V8440","V8441","V8442","V8443","V8444","V8445","V8446","V8447","V8448","V8449","V8450","V8451","V8452","V8453","V8454","V8455","V8456","V8457","V8458","V8459","V8460","V8461","V8462","V8463","V8464","V8465","V8466","V8467","V8468","V8469","V8470","V8471","V8472","V8473","V8474","V8475","V8476","V8477","V8478","V8479","V8480","V8481","V8482","V8483","V8484","V8485","V8486","V8487","V8488","V8489","V8490","V8491","V8492","V8493","V8494","V8495","V8496","V8497","V8498","V8499","V8500","V8501","V8502","V8503","V8504","V8505","V8506","V8507","V8508","V8509","V8510","V8511","V8512","V8513","V8514","V8515","V8516","V8517","V8518","V8519","V8520","V8521","V8522","V8523","V8524","V8525","V8526","V8527","V8528","V8529","V8530","V8531","V8532","V8533","V8534","V8535","V8536","V8537","V8538","V8539","V8540","V8541","V8542","V8543","V8544","V8545","V8546","V8547","V8548","V8549","V8550","V8551","V8552","V8553","V8554","V8555","V8556","V8557","V8558","V8559","V8560","V8561","V8562","V8563","V8564","V8565","V8566","V8567","V8568","V8569","V8570","V8571","V8572","V8573","V8574","V8575","V8576","V8577","V8578","V8579","V8580","V8581","V8582","V8583","V8584","V8585","V8586","V8587","V8588","V8589","V8590","V8591","V8592","V8593","V8594","V8595","V8596","V8597","V8598","V8599","V8600","V8601","V8602","V8603","V8604","V8605","V8606","V8607","V8608","V8609","V8610","V8611","V8612","V8613","V8614","V8615","V8616","V8617","V8618","V8619","V8620","V8621","V8622","V8623","V8624","V8625","V8626","V8627","V8628","V8629","V8630","V8631","V8632","V8633","V8634","V8635","V8636","V8637","V8638","V8639","V8640","V8641","V8642","V8643","V8644","V8645","V8646","V8647","V8648","V8649","V8650","V8651","V8652","V8653","V8654","V8655","V8656","V8657","V8658","V8659","V8660","V8661","V8662","V8663","V8664","V8665","V8666","V8667","V8668","V8669","V8670","V8671","V8672","V8673","V8674","V8675","V8676","V8677","V8678","V8679","V8680","V8681","V8682","V8683","V8684","V8685","V8686","V8687","V8688","V8689","V8690","V8691","V8692","V8693","V8694","V8695","V8696","V8697","V8698","V8699","V8700","V8701","V8702","V8703","V8704","V8705","V8706","V8707","V8708","V8709","V8710","V8711","V8712","V8713","V8714","V8715","V8716","V8717","V8718","V8719","V8720","V8721","V8722","V8723","V8724","V8725","V8726","V8727","V8728","V8729","V8730","V8731","V8732","V8733","V8734","V8735","V8736","V8737","V8738","V8739","V8740"
"3","410","32","0","0","0","0","0","1","0","0","0","0","0","1","0","25000","0","85","0","0","0","0","0","646","0","0","864","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","5.40","1648","0","0","0","780","0","0","0","0","0","0","0","1032","0","0","0","0","0","0","0","0","0","0","0","168","0","0","0","0","0","0","1200","0","1","2","1","0","0","0","0","1625","0","0","0","0","600","0","0","0","2225","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","679","135","1705","592","5055","975","313","670","4785","1585","361","4035","2464","315","21","1","76","2","0","0","0","1","1","1800","2","3","0","5","1","0","0","0","0","5","0","5","0","0","2","3","0","0","0","0","245","777","7","0.00","0","0.00","0.00","0.00","5","99.99","204","0","0","5","0","5","0","5","0","5","0","5","0","26","33","5","5","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.00","0","0","5","5","1","1","5","0","3","0","0","97","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","5","0","1","2","5","0","5","0","0","0","5","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","10","0","32","0","1","0","0","99","99","99","99","9","2","1","1","32","0","1","1","5","5","5","9","2","5","52","52","0","0","8","0","0","0","5","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3425","1032","2.08","337","1.19","0.00","3","3","3","3","1","0","0","0","12500","3","0.5","1","7","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","1","4","321","0","30","0","0.00","0","2","0","0","0","0","0","0","0","0","4359"
"3","411","3","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2028","0","0","0","0","0","0","1900","0","0","0","80","0","0","0","520","0","484","0","0","0","0","0","0","0","0","0","2","3","3","18.60","3047","0","0","0","1800","0","0","0","0","0","0","0","0","3000","0","0","0","0","0","0","1","800","0","0","0","0","0","0","0","0","0","3800","0","3","3","2","0","0","0","0","0","0","0","0","0","700","0","0","0","700","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","87","3737","2273","3391","2345","4057","2290","2707","3425","1129","2354","1116","5286","6013","318","34","3","23","1","20","1","1","1","1","3600","2","2","0","5","5","1","9","0","0","1","1","1","1","5","1","1","9","5","0","7","430","718","3","0.00","0","0.00","4.25","6.38","0","0.00","7","3","1","5","0","1","1","5","0","5","0","1","13","38","50","5","5","0","0","0.00","0","0","4","81","13","0","1","1","9","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","1","9","0","1","2","0","5","5","1","1","99.99","1","0","0","0","0","1","1","5","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","925","848","17","28","5","1","5","0","0","1","0","0","5","0","5","0","5","0","5","0","0","0","5","0","1","5","0","5","11","5","0","0","0","4","4","0","0","0","0","5","3","0","4","0","4","5","3","0","0","0","0","0","4","1","3","3","0","1","1","5","1","1","2","4","5","3","2","29","0","12","0","0","0","5","0","0","0","1","0","2","6","3","-380","0","0","0","0","0","0","0","0","0","0","0","0","4500","3000","1.48","1016","1.58","1.65","3","3","3","4","1","0","0","0","10140","2","1.5","2","1","1","4","3","1","0","0","1","0","0","0","0","0","0","0","0","1","1","241","6","15","0","0.00","0","1","0","0","0","0","0","0","0","0","7316"
"3","412","3","0","0","0","0","0","1","0","0","0","0","0","1","0","27800","0","275","0","0","0","0","0","2400","0","0","0","0","0","0","0","0","0","0","0","0","2009","0","0","0","0","0","0","0","0","0","2","5","4","35.70","5291","0","0","0","6500","0","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10933","0","0","0","0","0","0","0","0","0","10933","0","5","5","2","0","0","0","0","7800","0","0","0","0","0","0","0","0","7800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1094","1003","1049","1529","290","3275","522","1005","2244","1122","3439","3024","1869","5827","318","25","5","42","1","38","3","12","1","1","2000","5","1","0","5","1","0","0","0","0","5","0","5","0","0","5","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","5","0","0","0","0","1","1","1","5","5","0","72","663","389","3","0.00","5.00","0","72","0","5","0","5","0","1","2","5","0","5","0","50","40","1","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","5","0","5","0","5","0","0","0","1","1","1","5","0","5","12","5","0","0","0","2","2","13","13","0","0","5","29","0","29","0","9","9","5","3","2","0","2","0","3","1","2","29","0","3","3","5","5","3","4","4","1","18","18","0","0","9","0","0","0","5","0","0","0","0","0","1","1","5","216","14","0","0","0","0","0","0","0","0","0","0","0","18733","0","3.54","1764","0.00","5.44","3","1","1","1","3","0","0","0","5560","4","1.0","2","3","3","3","4","1","4","2","0","0","1","0","2","0","0","0","0","1","1","241","1","28","0","0.00","0","1","0","0","0","0","0","0","0","0","10847"
"3","413","3","0","0","0","0","0","1","1","1","4","0","0","2","0","0","0","0","0","2820","0","0","0","840","0","0","2092","1","0","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4","18.30","2328","0","0","0","2080","0","1040","0","0","0","0","0","0","16000","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","16000","4000","2","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6655","1778","717","984","3987","1736","4305","2612","720","1284","3237","6310","3738","5776","317","18","3","23","2","0","2","5","1","1","4000","4","2","0","5","5","1","5","0","0","5","0","1","1","6","1","1","5","1","1","36","902","408","3","0.00","0","0.00","8.80","4.00","0","0.00","36","0","0","5","0","1","1","1","2","5","0","5","0","50","40","1","5","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.00","0","0","1","0","0","3","5","0","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","5","0","5","0","5","0","1","1","5","0","5","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","99","0","3","0","9","7","1","2","0","0","1","1","5","1","3","31","0","2","2","5","9","5","9","2","5","1","1","0","0","11","0","0","0","5","0","0","0","1","1","1","5","3","2208","24","0","0","0","0","0","0","0","0","0","0","0","16000","16000","6.87","999","7.65","0.00","3","1","9","3","3","0","1","0","7050","3","0.8","1","1","0","3","0","2","4","5","0","1","0","1","0","0","0","0","0","2","3","261","5","24","0","0.00","0","2","0","0","0","0","0","0","0","0","6265"
"3","414","3","0","0","0","0","0","1","0","0","0","0","0","1","0","40000","0","167","0","0","0","0","0","1014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","5.40","1648","0","0","0","1560","0","624","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","200","0","0","0","200","0","1","2","1","0","0","0","0","4128","5218","0","0","0","0","0","0","0","9346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140","437","2798","278","565","547","4512","590","91","683","370","1273","2674","5298","317","18","1","74","2","0","0","0","1","1","1000","5","1","0","5","1","0","0","0","0","5","0","8","0","0","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","74","5","0","0","0","0","0","0","5","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","5","0","5","0","1","1","5","0","0","0","1","1","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","1","0","3","0","5","4","5","0","0","0","0","0","1","5","2","3","0","2","2","5","5","3","2","9","5","35","35","0","0","12","0","0","0","1","2","0","0","0","0","1","8","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9546","0","5.79","337","0.00","0.00","3","3","3","3","1","0","0","0","8000","6","0.2","1","6","0","5","0","3","2","4","0","0","0","0","0","0","0","0","0","1","1","241","4","36","0","0.00","0","2","0","0","0","0","0","0","0","0","4359"
"3","415","32","0","0","0","0","0","1","0","0","0","0","0","1","0","15000","0","150","0","0","0","0","0","300","0","0","2000","0","0","0","0","0","0","0","0","0","2030","0","0","0","0","0","0","0","0","0","2","4","3","30.10","4696","0","0","0","3120","0","60","0","0","0","0","0","0","11000","0","0","0","0","0","0","5","10200","0","0","0","0","0","0","0","0","0","21200","0","4","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","1","1","0","0","0","0","0","0","0","0","0","0","0","0","33","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","979","1681","1802","400","4974","4182","3563","4603","3958","5784","1198","360","4978","2600","316","27","4","35","1","35","2","14","1","3","8760","4","4","0","5","1","0","0","0","0","5","0","5","0","0","1","1","1","5","0","96","441","68","3","0.00","0","0.00","6.50","0.00","0","0.00","5","6","1","5","0","5","0","1","2","5","0","5","0","50","40","5","5","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0.00","0","0","5","5","5","6","5","0","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","5","0","156","664","389","3","0.00","4.47","0","24","0","5","0","5","0","1","2","5","0","5","0","50","40","1","5","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","5","0","5","0","5","0","0","0","5","0","1","5","0","5","10","5","0","0","0","4","2","11","11","0","0","5","32","0","32","0","8","6","1","5","2","0","2","2","3","1","1","32","0","1","1","1","0","5","2","2","5","11","11","0","0","8","0","0","0","1","7","0","0","0","0","2","3","4","2047","21","0","0","0","0","0","0","0","0","0","0","0","21225","11000","4.52","1565","5.50","5.02","3","3","3","3","1","0","0","0","3750","4","1.0","2","3","3","2","3","1","5","3","0","0","0","0","2","0","0","0","0","1","4","321","0","26","0","0.00","0","1","0","0","0","0","0","0","0","0","9218"
"3","416","31","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","4920","0","0","0","0","0","0","2133","0","0","0","160","0","0","0","252","0","0","0","0","0","0","0","0","0","0","0","1","1","2","7.50","2288","0","0","0","1560","0","1040","0","0","0","0","0","0","10950","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10950","0","1","1","1","0","0","0","0","0","0","0","0","0","100","0","0","0","100","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","868","3275","2737","2196","2475","612","205","1061","1288","2691","4474","6025","6059","6567","315","15","1","23","1","0","0","0","1","1","12000","3","1","0","5","5","1","1","0","0","1","5","1","2","6","1","1","5","1","1","6","705","779","1","7.63","1","11.00","0.00","0.00","0","0.00","6","4","1","5","0","1","2","5","0","5","0","1","6","44","40","5","1","20","1","4.00","11","35","5","81","6","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","5","0","0","5","5","5","5","0.00","0","0","1","0","0","13","5","0","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","5","0","5","0","5","0","5","0","0","0","5","0","2","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","31","0","31","0","5","5","5","0","0","0","0","0","4","1","2","42","0","2","2","5","5","3","4","4","5","1","1","0","0","12","0","0","0","5","0","0","0","0","0","1","3","1","1359","21","0","0","0","0","0","0","0","0","0","0","0","11050","10950","4.83","468","5.13","0.00","1","3","1","1","3","0","0","0","16400","4","0.3","1","1","0","4","0","2","2","3","0","0","0","0","0","0","0","0","0","1","3","181","5","25","0","0.00","0","2","0","0","0","0","0","0","0","0","4729"
"3","417","31","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2462","0","0","0","400","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","5.40","1648","1","10","0","1040","0","0","0","210","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","768","0","3396","0","0","0","0","0","0","0","0","4164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5776","1361","2294","2925","1851","2117","596","3691","1408","4530","738","685","5926","4741","315","15","1","66","2","0","0","0","5","0","0","3","3","0","5","5","1","1","0","0","5","0","5","0","0","4","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","80","5","0","0","0","0","0","0","5","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","5","0","5","0","5","0","5","0","0","0","5","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","7","7","1","23","0","0","1","0","8","1","2","31","0","1","1","5","5","3","2","9","5","30","10","69","0","12","0","0","0","5","0","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4164","0","2.53","337","0.00","0.00","1","1","6","6","1","0","0","0","8207","4","0.3","1","6","0","4","0","4","0","1","0","0","0","0","0","0","0","0","0","1","3","41","1","29","0","0.00","0","2","0","0","0","0","0","0","0","0","4359"
"3","418","31","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1836","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","5","30.00","4680","4","119","0","840","0","120","0","714","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","3","2172","0","181","0","2292","0","0","0","0","0","0","0","0","4645","400","1","1","80","1","1","0","0","0","0","0","0","0","0","0","93","480","0","0","0","0","0","2292","0","0","0","0","0","0","2292","0","3","2","6247","1699","2028","3090","2168","1243","461","4404","4604","5982","2586","3724","6202","4156","315","20","4","54","2","0","0","0","5","0","0","5","3","0","5","5","5","0","0","0","5","0","1","2","6","6","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","1","96","1","5","0","3","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","5","0","5","0","5","0","5","0","0","0","5","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","0","5","32","0","32","0","4","7","1","12","9","9","4","0","4","5","3","31","0","1","1","9","0","1","1","2","5","20","15","50","0","12","0","0","0","9","0","0","0","0","0","1","5","4","0","0","0","0","0","0","0","0","0","0","0","0","0","7417","0","1.58","1560","0.00","0.00","1","1","3","3","1","0","0","0","3672","3","0.8","4","4","0","4","0","3","1","0","0","0","0","0","0","0","1","0","2","2","1","282","1","7","0","0.00","0","2","0","0","0","0","0","0","0","0","9375"
"3","419","31","0","0","0","0","0","1","0","0","0","0","0","1","0","65000","0","2700","0","0","0","0","0","1000","0","0","2958","0","0","0","16","0","0","0","0","0","2450","0","0","0","0","0","0","0","0","0","2","2","2","14.00","2962","0","0","0","1560","0","1040","0","0","0","0","0","0","15000","0","750","0","0","0","0","0","16800","0","0","0","0","0","400","0","0","0","32950","0","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","868","3275","2737","2196","2475","2230","1429","256","585","3478","1700","683","5527","3489","315","19","2","32","1","29","0","0","1","2","4000","7","3","4","5","1","0","0","0","0","5","0","5","0","0","1","2","5","5","0","144","281","339","1","5.07","5","0.00","0.00","0.00","0","0.00","72","0","0","5","0","1","1","1","3","5","0","5","0","49","60","5","5","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","12.00","1","0","0","0","0","8","5","0","1","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","5","0","132","202","707","1","8.00","0.00","0","5","6","5","0","5","0","1","3","5","0","5","0","49","50","5","5","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","0","5","0","5","0","5","0","0","0","5","0","1","5","0","5","12","1","2","0","0","4","4","6","6","0","0","5","31","0","31","0","5","4","1","0","0","0","0","0","4","5","2","42","0","2","2","5","5","5","4","4","5","7","7","0","0","12","0","0","0","5","0","0","0","0","0","1","1","2","5343","32","0","0","0","0","0","0","0","0","0","0","0","32950","15750","11.12","801","5.32","6.86","1","3","1","1","3","0","0","0","9286","8","0.3","2","2","2","4","5","1","7","7","0","0","0","0","0","0","0","0","0","1","3","181","5","15","0","0.00","0","1","0","0","0","0","0","0","0","0","6086"
