"V6301","V6302","V6303","V6304","V6305","V6306","V6307","V6308","V6309","V6310","V6311","V6312","V6313","V6314","V6315","V6316","V6317","V6318","V6319","V6320","V6321","V6322","V6323","V6324","V6325","V6326","V6327","V6328","V6329","V6330","V6331","V6332","V6333","V6334","V6335","V6336","V6337","V6338","V6339","V6340","V6341","V6342","V6343","V6344","V6345","V6346","V6347","V6348","V6349","V6350","V6351","V6352","V6353","V6354","V6355","V6356","V6357","V6358","V6359","V6360","V6361","V6362","V6363","V6364","V6365","V6366","V6367","V6368","V6369","V6370","V6371","V6372","V6373","V6374","V6375","V6376","V6377","V6378","V6379","V6380","V6381","V6382","V6383","V6384","V6385","V6386","V6387","V6388","V6389","V6390","V6391","V6392","V6393","V6394","V6395","V6396","V6397","V6398","V6399","V6400","V6401","V6402","V6403","V6404","V6405","V6406","V6407","V6408","V6409","V6410","V6411","V6412","V6413","V6414","V6415","V6416","V6417","V6418","V6419","V6420","V6421","V6422","V6423","V6424","V6425","V6426","V6427","V6428","V6429","V6430","V6431","V6432","V6433","V6434","V6435","V6436","V6437","V6438","V6439","V6440","V6441","V6442","V6443","V6444","V6445","V6446","V6447","V6448","V6449","V6450","V6451","V6452","V6453","V6454","V6455","V6456","V6457","V6458","V6459","V6460","V6461","V6462","V6463","V6464","V6465","V6466","V6467","V6468","V6469","V6470","V6471","V6472","V6473","V6474","V6475","V6476","V6477","V6478","V6479","V6480","V6481","V6482","V6483","V6484","V6485","V6486","V6487","V6488","V6489","V6490","V6491","V6492","V6493","V6494","V6495","V6496","V6497","V6497_A","V6498","V6498_A","V6499","V6500","V6501","V6502","V6503","V6504","V6505","V6506","V6507","V6508","V6509","V6510","V6511","V6512","V6513","V6514","V6515","V6516","V6517","V6518","V6519","V6520","V6521","V6522","V6523","V6524","V6525","V6526","V6527","V6528","V6529","V6530","V6531","V6532","V6533","V6534","V6535","V6536","V6537","V6538","V6539","V6540","V6541","V6542","V6543","V6544","V6545","V6546","V6547","V6548","V6549","V6550","V6551","V6552","V6553","V6554","V6555","V6556","V6557","V6558","V6559","V6560","V6561","V6562","V6563","V6564","V6565","V6566","V6567","V6568","V6569","V6570","V6571","V6572","V6573","V6574","V6575","V6576","V6577","V6578","V6579","V6580","V6581","V6582","V6583","V6584","V6585","V6586","V6587","V6588","V6589","V6590","V6591","V6592","V6593","V6594","V6595","V6596","V6596_A","V6597","V6597_A","V6598","V6599","V6600","V6601","V6602","V6603","V6604","V6605","V6606","V6607","V6608","V6609","V6610","V6611","V6612","V6613","V6614","V6615","V6616","V6617","V6618","V6619","V6620","V6621","V6622","V6623","V6624","V6625","V6626","V6627","V6628","V6629","V6630","V6631","V6632","V6633","V6634","V6635","V6636","V6637","V6638","V6639","V6640","V6641","V6642","V6643","V6644","V6645","V6646","V6647","V6648","V6649","V6650","V6651","V6652","V6653","V6654","V6655","V6656","V6657","V6658","V6659","V6660","V6661","V6662","V6663","V6664","V6665","V6666","V6667","V6668","V6669","V6670","V6671","V6672","V6673","V6674","V6675","V6676","V6677","V6678","V6679","V6680","V6681","V6682","V6683","V6684","V6685","V6686","V6687","V6688","V6689","V6690","V6691","V6692","V6693","V6694","V6695","V6696","V6697","V6698","V6699","V6700","V6701","V6702","V6703","V6704","V6705","V6706","V6707","V6708","V6709","V6710","V6711","V6712","V6713","V6714","V6715","V6716","V6717","V6718","V6719","V6720","V6721","V6722","V6723","V6724","V6725","V6726","V6727","V6728","V6729","V6730","V6731","V6732","V6733","V6734","V6735","V6736","V6737","V6738","V6739","V6740","V6741","V6742","V6743","V6744","V6745","V6746","V6747","V6748","V6749","V6750","V6751","V6752","V6753","V6754","V6755","V6756","V6757","V6758","V6759","V6760","V6761","V6762","V6763","V6764","V6765","V6766","V6767","V6768","V6769","V6770","V6771","V6772","V6773","V6774","V6775","V6776","V6777","V6778","V6779","V6780","V6781","V6782","V6783","V6784","V6785","V6786","V6787","V6788","V6789","V6790","V6791","V6792","V6793","V6794","V6795","V6796","V6797","V6798","V6799","V6800","V6801","V6802","V6803","V6804","V6805","V6806","V6807","V6808","V6809","V6810","V6811","V6812","V6813","V6814","V6815","V6816"
"3","1763","12","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","582","0","5","1","0","0","120","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","3","15.00","2460","0","0","2340","0","0","0","3","0","0","76","0","144","0","180","0","912","0","816","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3288","0","0","0","0","0","0","0","0","0","0","0","0","3288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6210","3834","1067","4127","1731","4487","5239","5598","4676","5948","2791","3392","13","1","30","3","26","2","0","2","2","1","1","0","0","0","5","0","0","0","0","4","3","5","0","0","0","0","5","0","0","5","0","0","5","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","1","1","1","9","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","3","0","45","5","5","1","5","0","0","0","0","0","0","0","0","0","5","0","5","0","1","1","1","5","1","2","5","0","5","0","0","0","1","5","0","5","5","0","0","0","0","0","5","0","0","5","5","0","9","0","5","0","0","0","0","0","0","0","0","0","0","0","5","23","0","23","0","9","7","5","2","0","0","1","1","8","5","9","99","0","9","9","5","5","9","2","9","5","1","1","0","0","11","0","0","0","5","0","0","0","0","0","1","1","3288","0","0","1.34","819","0.00","0.00","2","9","3","3","9","0","0","0","1455","4","0.8","1","2","0","3","0","0","2","0","0","1","1","0","0","0","0","0","0","0","2","1","5","4","0","0","0","0","0","0","2","300","1763","2","5218"
"3","1764","12","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1680","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4","21.30","3493","0","0","624","0","0","0","0","0","0","0","0","1560","0","130","0","516","0","1212","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3192","0","0","0","0","0","0","0","0","0","0","0","0","3192","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5639","1691","3249","2903","4884","4783","3365","696","4673","5079","2748","3392","7","1","35","3","46","2","0","2","12","1","1","0","0","0","5","0","0","0","0","3","3","5","0","0","0","0","5","0","0","1","2","3","5","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","76","5","0","0","0","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","3","0","12","5","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","1","5","0","0","1","2","5","0","5","0","0","0","1","5","0","5","1","1","9","5","0","0","5","0","0","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","23","0","23","0","7","7","5","10","8","4","3","0","3","1","2","23","0","2","2","9","0","1","1","2","5","21","21","0","0","10","0","0","0","5","0","0","0","0","0","1","1","3192","0","0","0.91","1163","0.00","0.00","2","3","3","3","3","0","0","0","5600","2","1.0","1","4","0","3","0","0","5","0","0","0","0","1","0","1","0","0","0","0","2","1","1","4","0","0","0","0","0","0","2","300","1764","2","5218"
"3","1765","12","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1800","0","5","5","0","0","363","2","0","0","2250","0","0","0","0","0","0","0","0","0","750","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","12.80","2714","0","0","156","0","312","0","0","0","0","0","0","2600","0","104","0","52","0","128","0","2","50","780","0","156","0","0","6000","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6050","0","2","298","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5492","4252","0","0","0","4876","5458","4893","4671","5944","2349","3392","18","1","30","2","30","2","0","1","11","1","1","0","0","0","5","0","0","0","0","4","2","5","0","0","0","0","5","0","0","1","1","4","5","0","1","1","5","5","0","73","984","83","769","24","0","0","0","0","0","5","0","5","0","1","2","5","0","5","0","50","40","1","3","0.00","0","0.00","3.00","3.00","0","0.00","5","0","0","0.00","0","0","1","4.00","1","0","0","0","0","45","1","5","0","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","3","0","3","1","1","1","1","5","7","15","5","0","1","3","5","5","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","1","5","0","5","1","1","9","5","0","0","1","3","0","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","41","0","23","0","7","6","5","7","0","0","1","1","5","1","3","41","0","2","3","5","5","1","2","3","5","1","0","17","0","11","0","0","0","5","0","0","0","0","0","1","5","6050","6050","0","2.23","732","2.69","0.00","2","3","3","3","3","0","0","1","4500","4","0.5","1","2","0","3","0","195","2","1","1","0","0","1","0","0","0","0","0","0","2","2","5","22","0","0","0","0","0","0","2","300","1765","2","4434"
"3","1766","21","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","8000","0","0","0","0","0","700","0","0","0","0","0","0","900","0","0","0","840","0","0","0","0","0","0","0","1240","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4","18.60","3050","0","0","2496","0","2496","0","0","0","0","0","0","2080","0","0","0","0","0","0","0","0","50","0","0","0","0","0","3800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3800","0","2","0","0","0","0","0","0","0","0","2100","0","0","0","0","0","0","2100","1960","11000","0","0","1473","0","0","0","0","0","0","0","0","0","0","0","0","1","1","316","581","141","2369","926","884","1204","1619","926","2255","643","4816","27","2","25","3","56","2","0","0","0","1","1","0","0","0","5","0","0","0","0","7","2","1","5","0","0","0","5","0","0","5","0","0","5","0","3","0","0","0","0","0","374","0","337","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","41","4.38","5","5","0","1","2.90","5","0.00","2","43","1","41","43","1","78","5","0","5","0","5","0","5","0","1","31","21","40","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","3","0","48","1","1","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","1","5","0","5","1","1","3","5","0","0","1","7","0","5","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","6","6","5","0","0","0","0","0","5","1","3","21","0","1","1","5","1","3","1","1","5","35","35","0","0","10","0","0","0","5","0","0","0","0","0","1","1","16900","3800","2100","5.54","1016","4.52","0.00","2","2","6","6","1","0","0","0","1143","6","0.4","3","5","0","3","0","0","2","5","5","0","0","0","0","0","0","0","0","0","1","4","0","43","0","0","0","0","0","0","2","459","1766","2","4952"
"3","1767","21","0","0","0","0","0","1","1","2","3","0","0","1","0","156","400","32000","0","19000","0","2964","0","600","0","0","0","0","0","0","468","0","600","4000","1560","0","0","0","160","0","0","0","480","0","190","0","0","0","0","0","0","0","0","0","0","0","0","0","2","7","5","40.90","4594","2184","0","1560","0","780","0","0","0","0","0","0","4160","0","1040","0","0","0","0","0","0","0","0","0","0","0","0","13000","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","0","13050","0","5","844","19","0","0","0","0","0","0","1378","0","0","0","2379","0","0","3757","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","548","2764","3492","681","3707","4792","1884","1620","2390","3352","331","4816","26","2","30","7","36","1","25","5","5","1","1","0","0","0","1","2","20000","1","3","5","1","1","1","30","5","0","1","8","5","5","0","0","1","2","2","1","5","1","1","62","0","32","0","42","0","0","0","0","0","5","0","1","2","5","0","5","0","1","12","38","40","1","3","0.00","0","0.00","8.50","12.75","0","0.00","5","0","0","0.00","0","0","5","0.00","0","0","5","5","5","25","4","5","0","5","3","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","5","0","0","1","0","0","1","42","30","1","5","1","4","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","1","0","1","1","4","5","0","0","1","3","0","1","1","5","5","0","5","12","5","0","0","0","4","5","2","2","0","0","5","31","0","21","0","6","7","1","9","6","4","3","1","1","1","3","21","0","1","1","5","5","5","2","4","1","15","15","0","0","12","0","0","0","1","2","0","0","0","0","1","3","16807","13000","3757","3.66","1914","8.33","0.00","2","2","1","2","1","0","0","0","6400","3","1.4","2","3","2","5","4","0","1","5","3","0","1","4","0","0","0","0","0","0","1","4","6","14","0","0","0","0","0","0","1","459","1767","2","7775"
"3","1768","21","0","0","0","0","0","1","0","0","0","0","0","1","0","10","20","15000","0","0","0","0","0","350","0","0","0","0","0","0","900","0","150","800","1984","0","0","0","160","0","0","0","0","0","192","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","4","27.60","4306","0","0","169","0","507","0","0","0","0","0","0","3120","0","520","0","0","0","0","0","0","0","0","0","0","0","0","12262","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","12277","0","3","1300","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1702","3145","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1043","499","681","1535","232","1205","327","3002","1189","4005","1329","7632","19","2","25","4","37","2","0","2","15","5","0","0","0","0","1","2","3000","1","3","5","1","1","5","0","0","0","5","0","0","5","0","0","1","3","1","1","5","1","1","62","643","33","118","132","0","0","0","0","0","5","0","1","2","1","4","5","0","5","0","46","40","5","3","0.00","0","0.00","6.69","9.96","0","0.00","1","75","1","99.99","13","11","5","0.00","0","0","1","0","0","15","3","5","0","1","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","3","1","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","5","5","1","1","3","5","0","0","5","0","0","1","5","0","5","0","5","0","0","0","0","0","0","0","0","0","0","0","5","21","0","21","0","6","6","3","16","14","12","3","3","4","1","2","21","0","1","1","5","5","9","3","4","9","15","15","0","0","12","0","0","0","5","0","0","0","0","0","1","2","15422","12262","0","3.58","1435","6.18","0.00","2","2","2","2","1","0","0","0","3000","4","0.8","2","3","0","4","0","0","4","5","3","0","0","0","2","0","1","0","0","0","1","2","5","31","0","0","0","0","0","0","2","459","1768","2","6681"
"3","1769","21","0","0","0","0","0","1","0","0","0","0","0","1","0","52","330","23000","0","20700","0","2196","0","410","0","0","0","0","0","0","828","0","60","150","2405","0","0","0","48","0","0","0","0","0","86","0","1512","0","40","0","48","0","0","0","0","0","34","0","2","5","4","27.10","4011","1404","0","104","0","104","0","0","0","0","0","0","2340","0","2600","0","0","0","0","0","0","0","1820","0","0","0","0","10000","0","0","0","0","0","0","5000","0","0","0","0","0","10","0","0","0","15010","0","5","1227","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1233","500","533","182","409","722","329","2286","1533","4157","2618","7632","20","2","25","5","25","1","23","3","1","5","0","0","0","0","1","1","8000","1","2","5","1","1","1","30","5","0","1","5","5","5","0","0","1","4","1","1","5","5","0","20","0","61","0","72","0","0","0","0","0","5","0","1","1","5","0","5","0","5","0","51","43","5","1","5.63","5","0.00","0.00","0.00","0","0.00","1","70","1","3.50","39","5","5","0.00","0","0","1","0","0","4","4","5","0","5","4","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","5","5","0","41","301","71","707","2","2","4","1","1","1","1","5","0","5","0","5","0","50","30","5","3","0.00","3.35","0","5","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","27","2","1","5","1","2","5","0","35","5","0","5","0","9","5","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","5","1","5","5","1","1","3","1","1","0","1","10","0","1","1","5","5","0","5","12","5","0","0","0","9","4","2","2","0","0","5","21","0","13","0","7","5","5","1","0","0","1","1","3","1","2","21","0","1","1","5","9","3","5","4","5","4","4","0","0","13","0","0","0","0","0","5","0","0","0","1","2","15010","10000","0","3.74","1339","4.16","3.31","2","2","2","2","1","0","0","0","4600","4","1.0","2","2","1","6","4","0","1","4","3","1","1","1","0","0","0","0","0","0","1","2","6","15","0","0","0","0","0","0","1","459","1769","2","7775"
"3","1770","21","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","50000","0","11000","0","1302","0","654","0","0","0","0","0","0","1005","2","24","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","4","20.00","3280","0","0","1872","0","754","0","0","0","0","0","0","7800","0","520","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","9288","0","0","7968","0","0","0","0","0","17256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1607","3470","2348","3551","4403","851","3501","2398","4651","785","1453","2672","7","2","18","3","36","2","0","2","12","5","0","0","0","0","1","2","15000","5","0","7","1","1","1","25","5","0","5","0","0","5","0","0","1","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","1","2","3","5","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","36","1","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","5","0","0","0","5","0","5","0","5","0","0","0","1","1","1","0","5","0","0","0","0","0","5","0","0","5","5","0","1","3","5","0","0","0","0","0","0","0","0","0","0","0","5","21","0","21","0","6","7","5","6","3","0","2","2","1","1","3","21","0","4","6","5","5","3","1","1","5","2","2","0","0","10","0","0","0","5","0","0","0","0","0","1","1","17256","0","17256","5.26","1092","0.00","0.00","2","2","2","2","1","0","0","1","7143","6","0.4","1","3","0","3","0","0","3","5","5","0","0","1","0","1","0","0","0","0","1","2","4","32","0","0","0","0","0","0","2","459","1770","2","5218"
"3","1771","21","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","12000","0","0","0","0","0","290","0","0","0","0","0","0","960","0","0","0","72","0","0","0","0","0","0","0","0","0","32","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","5.40","1647","0","0","520","0","0","0","1","0","0","10","0","1820","0","13","0","328","0","72","0","8","0","0","0","0","0","0","360","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","360","0","1","0","0","0","0","1500","0","1392","0","0","0","0","0","7500","0","0","10392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1995","3188","2757","3100","2984","1392","4326","5564","149","784","3","2672","6","2","28","1","71","2","0","0","0","1","1","0","0","0","1","1","99999","5","0","4","1","1","5","0","0","0","5","0","0","5","0","0","5","0","1","1","5","5","0","73","984","83","769","36","0","0","0","0","0","5","0","5","0","1","1","5","0","5","0","24","3","5","7","0.00","0","0.00","0.00","0.00","1","3.00","5","0","0","0.00","0","0","5","0.00","0","0","5","1","0","18","4","5","0","5","3","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","10","0","5","5","0","0","0","0","0","0","0","0","0","0","5","0","5","0","1","5","0","0","1","2","5","0","5","0","0","0","1","1","5","5","1","1","3","1","3","0","5","0","0","5","5","0","1","5","5","0","0","0","0","0","0","0","0","0","0","0","5","23","0","23","0","8","7","5","39","37","36","3","3","8","1","1","23","0","3","4","1","0","5","7","2","5","50","46","25","0","8","0","0","0","5","0","0","0","0","0","1","2","10752","360","10392","6.53","337","5.00","0.00","2","3","3","3","3","0","0","0","3000","5","0.3","1","6","0","2","0","0","3","3","6","0","0","0","0","0","0","0","0","0","2","2","1","24","0","0","0","0","0","0","2","459","1771","2","3118"
"3","1772","21","0","0","0","0","0","1","0","0","0","0","0","1","0","10","100","20000","0","1000","0","1020","0","400","0","0","0","0","0","0","400","0","1100","2000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","3","12.00","2544","0","0","312","0","0","0","2","0","0","42","0","600","0","156","0","806","0","286","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2392","0","0","0","1956","0","0","0","0","3000","0","0","0","7348","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2487","2500","1703","1991","2985","853","3504","3140","1611","1431","1737","2672","5","2","25","2","30","2","0","1","7","5","0","0","0","0","1","1","10000","1","4","6","1","1","1","1","5","0","5","0","0","5","0","0","1","3","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0","0","0.00","0","0","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0.00","0","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","5","0","0","0","0","0","0","5","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","6","5","5","1","5","0","0","0","0","0","0","0","0","0","5","0","5","0","1","5","0","0","1","2","5","0","5","0","0","0","5","1","5","5","1","1","4","5","0","0","5","0","0","5","5","0","1","1","5","0","0","0","0","0","0","0","0","0","0","0","5","21","0","21","0","4","6","5","0","0","0","0","0","5","5","2","21","0","1","1","5","5","5","1","3","5","1","0","50","0","11","0","0","0","5","0","0","0","0","0","1","1","7348","0","4956","2.89","686","0.00","0.00","2","2","2","2","1","0","0","0","3333","6","0.3","1","2","0","3","0","0","4","2","2","0","0","1","0","0","0","0","0","0","1","2","3","36","0","0","0","0","0","0","2","459","1772","2","4434"
