"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173_1","V173_2","V174","V175","V176","V177_1","V177_2","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V197_A","V197_B","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V243_A","V243_B","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282_1","V282_2","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417","V418","V419","V420","V421","V422","V423","V424","V425","V426","V427","V428","V429","V430","V431","V432","V433","V434","V435","V436","V437","V438","V439","V440"
"3","12490","1249","0","0","0","0","0","0","1200","0","0","0","50","0","0","0","0","0","150","0","0","0","25","0","12","0","0","0","3","1010","3030","10","0","0","0","1690","0","0","0","0","0","0","0","0","0","2576","0","0","0","0","0","975","0","0","0","25","0","1500","0","12","0","0","0","5063","0","0","0","0","0","2","0","3309","7400","1900","9340","0","0","0","0","9340","0","1138","1138","0","0","0","0","0","0","0","775","22","0","0","1","100000703","10","4","65","7","4","5","0","0","0","5","0","0","0","1","2","3","1","3","2","22","19","1","1","0","0","0","3","0","0","0","1","3","5","0","0","0","0","0","0","0","22","2","1","0","0","1","64","405","1","1","5","1","0","0","1","3","1","2","1","0","4","1","1","0","1","3","5","0","4","1","5","0","0","0","0","0","0","4","6","0","6","0","9","1","1","1","1","3","3","1","0","5","0","0","6","2","5","5","5","98","1","1","1","889","2","2","1","1","1","5","5","5","0","3","1","1","5.50","3","3","5","5","5","5","5","5","5","0","0","3","5","1","4","2","3","1","4.00","1","0","1","0","7","0","0","0","0.00","1","21","0","0","4","372","999","2","3","5","1","1","0","5","6","5","3","0","1","0","0","0","0","0","0","0","1","3","0","0","0","5","5","1","1","1","0","1","1","0","0","0","5","3","3","3","3","3","3","0","0","5","8","1","1","1","3","0","0","2","1","1","1","1","3","1","1","1","5","4","1","5","1","1","3","22","3","5","0","5","3","5","4","0","0","0","9390","8227","6977","3.08","2.72","6.91","10200","8985","22858","1400","4228","5112","1690","5063","1.67","2.87","1.95","7","7","7","6","8","7","7","2","5","6","2","6","4","4","6","2","5","3","1","1","1","3","2","2","0","0","0","0","0","1","1","21","1","6","3000","5","1","9","7","0","4","5","4","0.8","0","1","0","0","5","8","3","9","6","7","7","8","1","6","8","1","3.54","3.54","2.73","2.73","3.22","3.22","2.59","2.59","7","6","7","6","3","0","0","0","0","0","0","2","4","4","2","2","7","1","0","0","1","1","1","0","1","5","0","6","101","95","151","7","24","2248"
"3","12500","1250","0","0","0","0","0","0","1200","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","342","1670","0","0","182","0","546","0","0","0","60","0","0","0","0","0","520","0","0","0","0","0","0","0","0","0","0","0","1000","0","60","0","0","0","1580","0","0","0","0","0","1","0","4260","260","0","410","0","0","0","0","2637","0","0","7","0","0","0","0","0","0","0","775","22","0","0","1","100000703","12","4","40","1","4","5","0","0","0","1","1","0","5","5","0","1","1","1","1","71","0","2","0","0","0","0","2","0","0","0","5","0","5","0","0","0","0","0","0","0","22","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","5","0","3","0","0","4","1","0","0","0","0","0","7","0","7","0","2","1","1","1","1","2","5","2","0","5","0","0","6","2","5","5","5","98","3","7","942","778","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","5","0","0","0","0","0","0","2","0","9","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","4","22","9","0","0","0","0","0","0","0","0","0","0","5","1","5","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","5","5","0","0","1","0","4","0","0","0","0","5","7","2","7","2","2","2","0","3","5","3","5","7","0","0","0","1","9","5","1","1","2","1","1","2","1","5","2","1","1","5","9","2","22","2","5","1","5","3","3","7","0","0","0","2697","2690","1440","1.58","1.61","4.21","6727","6862","17937","1250","1803","834","546","1580","1.60","0.50","99.99","3","3","3","2","6","6","5","2","2","1","1","2","2","2","5","2","1","9","0","1","1","2","2","2","0","0","0","0","0","6","0","36","3","9","3000","5","0","9","0","0","5","5","5","0.3","2","2","0","1","4","5","2","2","4","2","5","2","2","4","5","0","1.67","1.67","1.39","1.39","1.61","1.61","1.43","1.43","3","4","4","4","1","0","0","0","0","0","0","3","2","2","1","1","2","1","0","1","2","1","0","0","1","3","1","5","82","83","134","0","24","1596"
"3","12510","1251","0","0","0","0","0","0","1320","0","0","0","250","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","658","2435","0","0","0","0","1040","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2000","0","0","0","0","0","2000","0","0","0","0","0","2","0","4840","0","0","100","0","0","0","0","3400","0","0","0","0","0","0","0","0","0","0","775","22","0","0","1","100000703","11","4","55","7","4","5","0","0","0","5","0","0","0","9","9","2","1","2","2","74","73","1","0","0","0","0","2","0","0","0","5","0","5","0","0","0","0","0","0","0","0","2","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","5","0","4","0","0","0","0","2","2","2","2","4","2","1","2","1","7","1","1","1","1","2","3","1","0","5","0","0","6","2","5","5","5","98","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","0","0","0","0.00","1","29","0","0","0","0","0","0","0","3","5","0","0","5","0","5","0","0","1","0","0","4","2","0","0","0","5","0","0","7","3","5","5","0","0","1","0","3","0","0","0","0","5","7","2","7","2","4","4","0","3","5","6","5","7","0","2","0","0","9","3","9","1","2","1","1","1","5","5","2","3","1","5","9","1","12","2","5","1","1","5","3","2","0","0","0","3400","3400","1830","1.40","1.40","2.78","6758","6758","13461","1570","2610","790","1040","2000","1.58","99.99","99.99","4","4","4","2","6","6","4","2","3","1","2","3","2","2","4","2","9","9","-29","0","1","3","2","2","1","0","0","0","0","6","6","74","6","5","3300","5","0","9","0","0","6","0","5","0.5","0","0","1","0","5","6","1","2","3","2","7","1","2","9","6","0","1.72","1.72","1.29","1.29","1.67","1.67","1.33","1.33","3","3","4","2","2","0","0","0","0","0","0","3","2","1","1","1","2","1","0","1","2","1","1","0","1","5","1","6","82","82","116","0","24","2019"
"3","12520","1252","0","9200","184","0","480","0","0","0","0","0","250","0","75","0","0","0","140","0","0","0","0","0","0","0","0","0","2","658","2435","0","0","0","0","1040","0","0","0","0","0","0","0","0","0","0","0","2000","0","0","0","0","0","0","0","0","0","2000","0","37","0","0","0","4037","0","0","0","0","0","2","0","3826","0","0","0","0","0","0","0","2288","0","0","0","0","0","0","0","0","0","0","385","16","0","0","1","100000378","7","4","65","7","5","1","1","0","0","1","5","5","5","3","9","2","1","2","2","61","69","1","0","0","0","0","2","0","0","0","5","0","5","0","0","0","0","0","0","0","0","1","1","0","0","1","65","1070","1","1","5","1","0","0","5","0","5","0","0","0","5","1","1","0","0","0","5","0","4","0","0","0","0","2","0","2","0","4","1","0","1","0","9","2","1","1","4","1","5","0","0","5","0","0","1","2","2","5","5","98","2","5","0","0","0","1","0","7","0","1","5","5","1","5","0","0","0.00","0","0","9","3","2","2","5","5","2","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","5","5","9","9.99","1","30","0","0","0","0","0","0","0","1","1","0","0","5","0","5","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","5","5","2","1","1","0","5","1","0","0","0","5","1","0","1","0","2","4","0","6","5","6","1","0","0","0","0","1","1","2","3","1","2","1","9","5","1","3","1","2","2","4","2","2","16","2","2","0","1","3","1","2","0","366","0","2729","2729","1668","0.94","1.12","2.53","3595","4288","9699","1054","2094","194","1040","2037","1.58","99.99","99.99","3","3","3","2","3","4","3","2","3","0","2","3","1","1","4","2","9","9","-30","0","1","3","3","3","0","0","0","0","0","5","6","65","6","1","1840","3","3","9","0","9","6","0","6","0.4","0","2","2","2","7","5","4","3","3","3","7","2","0","7","6","0","1.04","1.04","0.78","0.78","0.97","0.97","0.77","0.77","2","2","2","2","1","0","0","0","0","0","0","5","2","0","1","1","3","0","0","0","0","1","1","0","1","5","1","6","60","65","98","0","25","2248"
"3","12530","1253","0","32000","480","0","0","0","0","0","0","0","350","0","0","0","0","0","302","0","0","0","25","0","12","0","0","0","2","658","2435","130","0","0","0","1664","0","0","0","0","0","0","0","0","0","2200","0","0","0","0","0","0","0","0","0","0","0","2000","0","12","0","0","0","4212","0","0","0","0","0","2","0","3734","6600","0","23600","0","0","0","0","28848","0","4073","4073","0","0","0","0","0","0","0","385","16","0","0","1","100000378","8","4","60","3","6","1","5","0","0","1","2","0","5","2","2","2","1","2","2","60","63","1","0","0","0","0","2","0","0","0","5","0","5","0","0","0","0","0","0","0","33","2","1","0","0","2","68","2336","1","1","5","1","0","0","1","5","1","2","1","0","3","1","1","0","1","4","5","0","3","1","5","0","0","3","0","3","0","9","0","0","0","0","0","1","1","1","1","1","3","0","0","5","0","0","1","2","9","5","5","98","1","5","441","418","1","2","4","6","3","1","5","5","0","9","5","0","0.00","0","0","9","5","5","5","5","5","3","0","0","2","6","1","4","3","5","0","0.00","5","5","5","5","9","0","0","0","0.00","1","28","0","0","0","0","0","0","0","2","5","0","0","1","6","5","0","0","8","0","0","0","6","0","0","0","0","0","0","0","0","5","5","2","9","1","0","1","0","0","0","0","5","4","0","4","0","1","4","0","3","4","1","5","0","0","0","0","1","9","2","4","1","9","1","1","1","5","5","1","1","1","4","3","9","16","2","7","0","1","0","1","1","0","1920","0","30793","26720","23970","11.85","10.97","36.43","44238","40974","136024","1132","6869","21979","1664","4212","2.53","3.00","99.99","9","9","9","9","9","9","9","2","6","9","2","5","7","7","8","4","6","9","5","5","1","3","3","3","0","0","0","0","0","5","5","62","5","2","5333","7","4","9","0","0","6","7","7","0.3","0","0","1","0","8","6","4","3","4","2","4","4","1","4","7","0","13.12","13.12","9.87","9.87","12.18","12.18","9.73","9.73","9","9","9","9","1","0","0","0","0","0","0","6","2","2","0","0","1","0","0","0","1","1","1","0","0","3","1","6","210","202","369","0","25","2248"
"3","12540","1254","0","10875","163","0","780","0","0","0","0","0","350","0","200","0","0","0","85","0","0","0","0","0","0","0","540","0","3","1065","3194","71","0","117","0","1820","0","25","1","0","0","0","0","0","0","1880","0","0","0","80","0","510","0","0","0","50","0","2150","0","125","1","0","0","4745","0","0","0","0","0","2","0","3467","6800","1500","8360","0","0","0","0","8360","0","871","937","0","0","0","0","0","0","0","385","16","0","0","2","100000571","6","4","60","2","4","1","1","0","0","1","3","3","5","5","0","3","1","3","2","43","40","1","7","1","0","0","3","0","0","0","5","0","5","0","0","0","0","0","2","1","31","2","1","0","0","1","63","475","1","1","5","1","0","0","5","0","5","0","0","0","1","1","1","0","9","2","5","0","4","1","5","9","5","7","0","7","0","4","4","2","4","2","9","1","1","1","4","2","3","1","1","5","0","0","1","2","2","5","5","98","1","4","394","407","1","4","6","0","0","0","5","5","0","7","5","0","0.00","0","0","4","4","5","5","5","5","5","0","1","4","4","1","4","5","5","0","0.00","5","5","5","5","7","0","0","0","0.00","1","22","0","2","4","381","609","3","1","4","1","6","0","5","6","5","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","5","5","0","0","1","0","3","1","3","9","0","1","4","2","4","2","4","0","0","5","4","8","1","0","1","2","2","3","5","5","9","1","3","3","1","5","5","1","1","1","1","3","3","5","16","2","4","1","1","1","3","2","0","293","0","8928","7941","6575","2.62","2.49","6.17","9075","8620","21406","1918","4675","3685","1845","4665","1.73","3.62","2.94","7","7","7","6","7","7","6","2","5","4","2","5","4","4","5","2","6","5","9","8","1","3","3","3","0","0","0","2","3","3","3","42","3","6","2719","4","1","9","0","0","5","7","4","0.8","0","0","0","1","9","2","4","3","6","3","9","3","3","7","6","1","3.16","3.16","2.45","2.45","2.88","2.88","2.32","2.32","6","6","7","6","3","0","0","0","0","0","0","6","2","2","0","0","1","2","0","0","3","1","1","0","1","4","1","5","95","93","146","0","25","2703"
"3","12550","1255","0","0","0","0","0","0","1080","0","0","0","50","0","0","0","0","0","150","0","0","0","150","0","33","0","240","0","2","827","3060","104","0","0","0","1664","0","0","0","100","0","0","0","0","0","2046","0","0","0","32","0","1120","0","0","0","0","0","1500","0","133","0","0","0","4831","0","0","0","0","0","2","0","3424","4000","2800","6805","0","0","0","0","6805","0","734","770","0","0","0","0","0","0","0","385","16","0","0","3","100000378","6","4","50","8","3","5","0","0","0","5","0","0","0","2","1","2","1","2","2","21","20","1","0","0","0","0","2","0","0","0","5","0","5","0","0","0","0","0","0","0","0","2","1","0","0","1","57","100","3","3","5","1","0","0","5","0","1","3","2","1","1","1","1","0","1","2","5","0","4","1","5","0","0","2","0","2","0","9","7","0","7","0","2","2","1","1","5","2","3","0","0","5","0","0","4","2","4","5","5","98","1","5","470","297","1","4","4","5","0","0","5","5","0","4","1","1","4.50","2","3","5","5","5","5","5","5","5","0","1","0","7","1","3","2","5","0","0.00","5","5","1","0","6","0","0","0","0.00","1","21","0","0","4","372","338","3","4","6","1","4","0","5","5","1","0","0","1","0","0","0","0","0","0","0","1","4","0","0","0","5","5","9","5","1","0","9","0","6","3","0","5","4","1","4","1","2","1","5","0","5","2","1","1","0","1","5","3","1","2","9","1","2","4","1","1","9","5","2","1","1","1","3","1","16","2","7","0","5","9","1","5","0","0","0","7055","6285","5155","2.22","2.05","6.23","7614","7033","21343","1520","3954","2851","1664","4799","2.01","1.96","2.50","6","6","6","6","7","6","6","2","4","3","2","5","3","3","5","3","3","5","-21","0","1","3","3","3","0","0","0","0","0","1","1","21","1","5","3600","5","1","9","7","0","4","0","4","0.7","0","0","2","0","5","8","3","5","5","7","6","6","5","6","6","0","3.10","3.10","2.33","2.33","2.87","2.87","2.29","2.29","5","5","7","6","3","0","0","0","0","0","0","2","4","2","0","2","3","1","0","2","5","1","1","0","1","4","1","5","87","84","146","0","25","2248"
"3","12560","1256","0","12000","240","0","1116","0","0","0","0","0","250","0","0","0","0","0","100","1","0","0","0","0","0","0","1680","0","3","1092","3276","364","0","52","0","2106","0","0","0","0","0","0","0","0","0","300","0","0","0","0","0","2000","0","0","0","0","0","2200","0","0","0","0","0","4500","0","0","0","0","0","2","0","3590","1200","8400","9600","0","0","0","0","11700","0","958","1024","0","0","0","0","0","0","0","815","46","0","0","1","100000793","9","4","35","8","5","1","1","0","0","5","0","0","0","5","0","3","1","3","2","69","48","1","7","1","2","1","3","0","1","1","5","0","1","7","0","0","0","0","1","2","45","2","1","0","0","2","60","250","1","3","5","3","0","0","5","0","5","0","0","0","1","1","5","1","0","1","5","0","5","2","5","8","5","0","0","0","0","4","0","0","0","0","0","3","1","1","1","4","5","0","0","5","0","0","1","2","2","5","9","98","3","1","185","807","0","0","0","0","0","0","0","0","0","0","0","0","0.00","0","0","0","0","0","2","0","0","0","0","0","0","2","0","1","0","0","0","0.00","0","0","0","0","7","0","0","0","0.00","1","44","0","0","1","100","878","6","4","8","1","0","0","5","3","5","0","0","0","0","0","0","4","0","0","0","1","7","0","0","0","5","5","0","0","1","0","3","1","0","0","0","5","4","1","4","1","2","0","0","6","5","0","5","0","0","0","5","3","5","5","1","5","4","1","1","5","1","1","1","1","5","5","5","5","26","3","7","0","5","8","1","2","0","60","0","11760","10736","9526","3.57","3.28","8.72","12821","11765","31317","3386","6516","5184","2106","4500","1.93","4.00","4.20","8","8","8","7","8","8","8","4","6","6","3","5","4","4","6","3","7","7","1","1","2","3","4","2","2","0","2","0","0","6","4","58","5","8","2400","4","1","9","0","0","8","8","5","0.6","0","0","1","2","7","2","3","3","5","2","6","2","1","4","4","1","4.43","4.43","3.43","3.43","4.03","4.03","3.25","3.25","7","7","8","7","2","0","0","0","0","0","0","5","1","2","1","1","4","0","0","0","1","0","1","0","1","4","1","3","113","108","177","0","24","2703"
"3","12570","1257","0","23000","345","0","1632","0","0","0","0","0","350","0","0","0","0","0","320","0","0","0","350","0","18","0","1524","0","5","1729","5187","260","0","0","0","3016","0","0","0","0","0","0","0","0","0","3900","0","0","0","0","0","0","0","0","0","0","0","2600","0","0","0","0","0","6500","0","768","0","480","0","2","1248","2590","9450","0","16860","1000","600","1600","0","22960","0","2147","2147","0","0","0","0","0","0","0","815","46","0","0","2","100000793","6","4","80","6","7","1","1","0","0","5","0","0","0","5","0","5","1","5","4","50","39","1","6","3","0","0","5","0","0","1","5","0","5","0","0","0","0","0","1","3","30","4","1","0","0","3","65","1135","1","5","5","1","0","0","1","5","1","5","3","1","1","1","1","0","0","3","5","0","5","2","5","0","0","0","0","0","0","4","0","0","0","0","0","3","1","1","3","2","3","0","0","5","0","0","1","2","2","5","5","98","1","3","245","648","3","0","0","0","0","0","1","0","0","4","5","0","0.00","0","0","1","5","5","5","5","5","5","0","0","0","7","5","8","0","5","0","0.00","1","0","1","0","9","0","0","0","0.00","1","29","0","0","0","0","0","0","0","4","1","5","0","2","8","5","0","0","3","0","0","0","5","0","0","0","0","0","2","0","0","5","5","0","0","1","0","3","0","0","0","0","5","1","0","1","0","1","4","0","1","5","6","5","1","0","0","4","0","1","1","1","1","4","1","1","1","5","1","3","5","1","5","5","5","25","1","4","1","1","1","1","2","0","360","0","23670","21523","19448","4.43","4.15","11.25","11465","10747","29133","4171","9334","13626","3016","7748","1.74","2.42","99.99","9","9","9","9","8","8","7","5","7","8","4","7","5","5","7","3","4","9","1","1","1","3","4","4","1","0","0","0","0","4","3","45","4","8","3286","5","3","9","0","0","6","6","5","0.7","0","0","2","0","8","9","2","2","6","4","7","6","2","4","6","1","5.57","5.57","4.36","4.36","5.18","5.18","4.17","4.17","8","8","8","8","3","0","0","0","0","0","0","7","5","1","2","0","2","0","0","2","2","0","1","0","1","4","1","6","107","104","171","0","24","4217"
"3","12580","1258","0","24400","366","0","1860","0","0","0","0","0","500","0","100","0","0","0","580","0","720","0","0","0","0","0","324","0","5","1433","4298","0","0","0","0","2340","0","0","0","100","0","0","0","0","0","3000","0","0","0","0","0","288","0","0","0","0","0","2500","0","150","0","0","0","5938","0","0","0","0","0","2","0","2871","12000","1000","13000","0","0","0","0","13000","0","1400","1400","0","0","0","0","0","0","0","815","46","0","0","4","100000793","8","4","70","3","8","1","1","0","0","1","2","2","5","1","2","5","1","5","2","41","37","1","6","3","0","0","4","0","0","0","5","0","5","0","0","0","0","0","1","1","32","2","1","0","0","2","66","1510","1","3","1","1","2","1","1","1","5","0","0","0","1","1","5","1","1","2","5","0","5","0","0","0","0","2","0","2","0","4","6","0","6","0","2","4","1","1","3","1","3","0","0","5","0","0","1","2","2","5","5","98","1","1","240","857","1","2","6","0","0","0","5","9","0","4","5","0","0.00","0","0","4","5","5","3","5","5","5","0","0","2","6","5","8","0","5","0","0.00","1","0","5","9","8","0","0","0","0.00","1","31","0","7","7","942","778","3","1","4","1","7","0","5","8","5","0","0","0","0","0","0","0","0","0","0","1","3","0","0","0","5","5","0","0","1","0","1","0","0","0","0","5","3","2","3","2","3","4","0","0","5","6","5","0","0","0","1","0","1","1","1","1","1","5","1","1","5","5","4","1","1","1","1","5","46","3","8","0","5","1","3","2","0","528","0","13728","12328","9898","3.02","2.87","6.91","8684","8235","19831","4350","8090","4910","2340","5938","1.63","4.00","3.47","8","8","8","7","7","7","6","5","7","5","3","6","4","4","6","2","7","6","1","1","2","3","4","4","0","0","0","0","0","3","3","39","3","6","3050","5","3","9","0","0","7","7","7","0.6","0","0","0","1","9","9","5","6","4","8","6","4","0","6","9","3","3.34","3.34","2.63","2.63","3.13","3.13","2.52","2.52","7","6","7","6","2","0","0","0","0","0","0","7","7","5","2","0","4","2","0","0","2","1","1","0","0","4","1","7","93","91","141","0","24","3978"
"3","12590","1259","0","25000","375","0","1680","0","0","0","0","0","500","0","25","0","0","0","200","0","0","0","0","0","0","0","1020","0","2","715","2646","0","0","255","0","1420","0","0","0","100","0","0","0","0","0","2214","0","0","0","32","0","2080","0","0","0","0","0","1500","0","113","0","0","0","5939","0","0","0","0","0","2","0","2871","4300","7000","11300","0","0","0","0","11300","0","1478","1478","0","0","0","0","0","0","0","815","46","0","0","4","100000793","7","4","60","3","5","1","1","0","0","1","2","2","5","5","0","2","1","2","2","64","54","1","0","0","0","0","2","0","0","0","5","0","2","7","0","0","0","0","0","0","30","2","1","0","0","2","62","510","1","1","5","1","0","0","5","0","5","0","0","0","2","5","0","1","0","0","1","1","4","0","0","5","5","0","0","0","0","4","6","0","6","0","2","2","1","1","3","1","3","5","0","5","0","0","1","2","2","5","5","98","1","5","492","748","1","4","2","7","5","9","5","9","0","5","5","0","0.00","0","0","1","3","2","5","5","5","8","0","1","0","7","1","4","2","5","0","0.00","5","9","5","9","8","0","0","0","0.00","1","28","0","0","4","372","999","7","4","4","1","0","0","5","5","5","0","0","0","0","0","0","0","0","0","0","1","6","0","0","0","5","5","0","0","1","0","1","0","0","0","0","5","1","0","1","0","1","0","0","2","5","3","1","0","0","0","0","0","1","5","1","1","4","1","1","1","5","1","1","1","1","5","1","5","26","1","2","0","5","6","1","2","0","900","0","12325","10847","8447","4.27","4.10","11.81","12261","11769","33918","3775","6673","4627","1420","5907","1.99","1.94","3.37","8","8","8","7","8","8","8","4","6","5","2","6","5","5","7","3","3","6","2","2","3","3","4","2","2","0","0","0","0","5","4","59","5","8","5000","7","2","9","0","0","6","6","6","0.4","0","1","2","1","9","7","4","1","3","2","5","5","0","5","5","0","5.14","5.14","3.86","3.86","4.77","4.77","3.81","3.81","8","8","8","8","1","0","0","0","0","0","0","7","4","3","0","0","0","0","0","0","0","1","0","0","1","4","1","3","111","108","184","0","24","2248"
"3","12600","1260","0","23000","345","0","1920","0","0","0","0","0","350","0","150","0","0","0","240","0","456","0","150","0","100","0","0","0","8","2434","7301","0","0","234","0","2132","0","0","0","0","0","0","0","0","0","2240","0","0","0","80","0","2600","0","0","0","0","0","2700","0","175","0","0","0","7795","0","300","0","0","0","2","300","1943","4500","3000","7500","150","0","150","0","7650","0","270","342","0","0","0","0","0","0","0","995","31","0","0","3","100000120","2","4","75","5","8","1","1","0","0","1","3","3","5","5","0","8","1","8","2","44","41","1","3","5","2","0","5","1","0","1","5","0","5","0","0","0","0","0","1","3","23","3","1","0","0","2","63","525","1","3","1","1","2","1","5","0","1","3","2","2","1","1","5","5","0","0","1","4","5","0","0","4","5","5","2","5","2","2","2","8","2","8","2","1","1","1","2","3","3","2","5","5","0","0","1","2","2","5","5","98","1","4","171","887","1","1","2","4","3","2","5","5","0","4","5","0","0.00","0","0","5","3","2","3","5","5","5","0","1","0","6","1","4","3","5","0","0.00","5","5","5","5","7","0","0","0","0.00","1","22","0","2","7","925","838","7","7","4","1","5","0","5","5","1","0","0","0","0","0","0","0","0","0","0","1","5","1","0","0","5","5","2","2","1","0","5","0","3","9","0","5","4","4","4","4","3","4","0","2","4","8","5","1","0","0","0","3","3","5","5","5","1","5","1","1","1","5","4","1","5","1","9","1","31","3","2","0","1","2","1","2","2","111","1","8061","7719","5494","1.05","1.06","2.26","2036","2054","4386","3311","5785","1865","2132","8015","0.88","2.01","1.15","7","7","7","6","2","2","1","4","6","2","3","7","1","1","4","1","4","2","1","1","4","3","1","1","0","0","3","0","0","3","3","43","3","6","2875","4","2","9","0","0","5","5","6","1.0","0","1","1","2","9","3","1","6","5","4","8","6","6","7","6","6","1.43","1.43","1.14","1.14","1.39","1.39","1.11","1.11","2","2","3","2","4","0","0","0","0","0","0","7","2","3","0","0","2","2","0","2","5","1","0","0","1","3","1","4","45","45","66","0","25","5459"
"3","12610","1261","0","20000","300","0","1704","0","0","0","0","0","500","0","100","0","0","0","185","0","0","0","0","0","0","0","0","0","3","983","2948","26","0","0","0","1560","0","150","1","0","0","0","0","125","0","2875","0","0","0","32","0","0","0","0","0","100","0","2500","0","200","0","0","0","5607","0","0","0","0","0","2","0","3037","11000","0","11025","0","0","0","0","11025","0","1303","1303","0","0","0","0","0","0","0","995","31","0","0","3","100000120","1","4","60","6","6","1","1","0","0","1","4","4","5","5","0","3","1","3","2","32","26","1","3","0","0","0","3","0","0","0","5","0","5","0","0","0","0","0","0","0","28","2","1","0","0","1","65","935","1","1","5","1","0","0","1","3","5","0","0","0","1","1","1","0","1","2","5","0","4","1","5","0","0","7","6","7","6","4","2","8","2","8","2","3","1","1","1","1","1","0","0","5","0","0","1","2","2","5","5","98","1","4","265","717","3","0","0","0","0","0","1","0","0","4","1","1","6.00","2","3","5","5","5","5","5","5","5","0","1","1","6","5","7","0","5","0","0.00","1","0","1","0","8","0","0","0","0.00","1","25","0","0","0","0","0","0","0","4","1","3","0","5","8","5","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","5","3","0","0","2","2","1","0","4","9","0","5","4","3","4","3","4","1","4","1","5","8","5","2","1","2","0","0","1","1","1","1","1","5","1","1","5","5","3","1","3","1","1","5","31","2","7","0","1","2","5","6","0","180","0","11680","10277","8177","3.74","3.49","8.32","11358","10587","25263","2689","5552","5473","1798","5575","1.83","3.83","99.99","8","8","8","7","8","8","7","3","6","6","2","6","4","4","6","3","6","9","3","3","1","3","1","1","0","0","0","0","3","2","2","29","2","7","3333","5","2","9","8","0","5","6","6","0.5","0","0","0","0","9","9","4","4","5","8","5","8","3","9","8","1","4.17","4.17","3.23","3.23","3.80","3.80","3.06","3.06","7","7","8","7","2","0","0","0","0","0","0","7","7","4","2","2","5","2","2","0","6","1","1","0","1","5","1","7","107","103","159","0","27","2703"
